11/10/2000	11/10/2000	NUM
uncomfortable	uncomfortable	ADJ
neatly	neatly	ADV
resident	resident	NOUN
11:30	11:30	NUM
hint	hints	NOUN
accessibility	accessibility	NOUN
select	selecting	VERB
1774	1774	NUM
cemetery	cemetery	NOUN
honda	honda	PROPN
declaration	declarations	NOUN
grasp	grasp	VERB
accomplishment	accomplishments	NOUN
durham	durham	PROPN
continuously	continuously	ADV
bleacher	bleachers	NOUN
cover	covers	NOUN
poisson	poisson	PROPN
uniform	uniforms	NOUN
reason	reasoned	VERB
facsimile	facsimile	NOUN
griffin	griffin	PROPN
tumour	tumour	NOUN
elbertson	elbertson	PROPN
drop	drops	NOUN
hpl	hpl	PROPN
macedonian	macedonian	ADJ
link	linking	VERB
strategic	strategic	ADJ
dick	dick	PROPN
nod	nodded	VERB
acquire	acquire	VERB
sheet	sheets	NOUN
unacceptable	unacceptable	ADJ
advert	adverts	NOUN
chiro	chiro	NOUN
midnight	midnight	NOUN
register	register	VERB
......	......	PUNCT
sheridan	sheridan	PROPN
gate	gates	NOUN
corn	corn	NOUN
110	110	NUM
nexus	nexus	NOUN
sonia	sonia	PROPN
endorse	endorsed	VERB
vinegar	vinegar	NOUN
attendance	attendance	NOUN
suspicious	suspicious	ADJ
king	kings	NOUN
annex	annex	NOUN
glove	glove	NOUN
track	tracked	VERB
formerly	formerly	ADV
luxurious	luxurious	ADJ
disrupt	disrupt	VERB
heritage	heritage	PROPN
cardinal	cardinal	ADJ
associate	associates	NOUN
inferior	inferior	ADJ
rush	rushed	VERB
eat	eats	VERB
separation	separation	NOUN
wax	wax	NOUN
pg&e	pg&e	PROPN
1598	1598	NUM
cuisine	cuisine	NOUN
inspector	inspector	NOUN
30th	30th	NOUN
unrelated	unrelated	ADJ
atlantic	atlantic	PROPN
nazi	nazi	PROPN
lifestyle	lifestyle	NOUN
correction	correction	NOUN
approximation	approximation	NOUN
stationery	stationery	NOUN
mart	mart	PROPN
exhaustion	exhaustion	NOUN
jennifer	jennifer	PROPN
inspiration	inspiration	NOUN
stampede	stampede	NOUN
county	counties	NOUN
trick	trick	NOUN
specialized	specialized	ADJ
1928	1928	NUM
alaska	alaska	PROPN
ray	ray	PROPN
attendee	attendees	NOUN
dissolve	dissolved	VERB
cocoa	cocoa	NOUN
evolve	evolved	VERB
gop	gop	PROPN
rot	rot	VERB
iss	iss	PROPN
collateral	collateral	NOUN
1964	1964	NUM
punish	punish	VERB
spicy	spicy	ADJ
trip	tripped	VERB
climb	climbing	VERB
pinkie	pinkies	NOUN
polonium	polonium	NOUN
junction	junction	NOUN
shaikh	shaikh	PROPN
accommodate	accommodate	VERB
celebrate	celebrated	VERB
consistency	consistency	NOUN
zoo	zoo	NOUN
u.s	u.s	PROPN
idiot	idiots	NOUN
invest	invested	VERB
p.s.	p.s.	NOUN
recover	recovering	VERB
dynasty	dynasty	NOUN
neighbourhood	neighbourhood	NOUN
consume	consume	VERB
banknote	banknotes	NOUN
highlight	highlighting	VERB
kitty	kitty	NOUN
engagement	engagement	NOUN
substantive	substantive	ADJ
submission	submission	NOUN
dual	dual	ADJ
landscape	landscape	NOUN
pre	pre	ADJ
allowance	allowance	PROPN
calculate	calculate	VERB
dp	dp	PROPN
preferably	preferably	ADV
compete	competing	VERB
vary	varies	VERB
selah	selah	PROPN
limestone	limestone	NOUN
deserve	deserve	VERB
publisher	publisher	NOUN
settler	settlers	NOUN
11:00	11:00	NUM
secretive	secretive	ADJ
mayko	mayko	PROPN
daniels	daniels	PROPN
madness	madness	NOUN
collaboration	collaborations	NOUN
description	descriptions	NOUN
wifi	wifi	NOUN
ironic	ironic	ADJ
lack	lacked	VERB
earn	earn	VERB
karl	karl	PROPN
potato	potato	NOUN
probability	probability	NOUN
experience	experiencing	VERB
kerala	kerala	PROPN
conform	conforms	VERB
tiger	tiger	PROPN
toilet	toilet	NOUN
icing	icing	NOUN
leisure	leisure	NOUN
define	defining	VERB
memorable	memorable	ADJ
tile	tiles	NOUN
throw	throwing	VERB
center	centered	VERB
pray	pray	VERB
shell	shell	NOUN
desert	deserted	VERB
bump	bumps	NOUN
heel	heel	NOUN
otto	otto	PROPN
cheaply	cheaply	ADV
gimp	gimp	PROPN
minded	minded	ADJ
association	associations	NOUN
cloister	cloister	NOUN
presidency	presidency	NOUN
freeman	freeman	PROPN
relic	relics	NOUN
refugee	refugees	NOUN
dostoevski	dostoevski	PROPN
css	css	PROPN
fishery	fisheries	NOUN
bpd	bpd	NOUN
traveler	travelers	NOUN
provider	provider	NOUN
ect	ect	X
uncommon	uncommon	ADJ
chart	charts	NOUN
realize	realizing	VERB
honesty	honesty	NOUN
salespeople	salespeople	NOUN
skull	skull	NOUN
commander	commanders	NOUN
kumaratunga	kumaratunga	PROPN
justin	justin	PROPN
warehouse	warehouse	NOUN
====================================================	====================================================	SYM
navrozov	navrozov	PROPN
press	pressed	VERB
sixty	sixty	NUM
respectfully	respectfully	ADV
charitable	charitable	ADJ
muhammad	muhammad	PROPN
wherever	wherever	ADV
owe	owes	VERB
viewer	viewers	NOUN
vivid	vivid	ADJ
tanker	tankers	NOUN
uprising	uprising	NOUN
speech	speeches	NOUN
trade	trades	NOUN
hijacker	hijackers	NOUN
surprise	surprises	NOUN
eastman	eastman	PROPN
94	94	NUM
cure	cure	VERB
shia	shia	PROPN
desirable	desirable	ADJ
confirm	confirms	NOUN
praise	praised	VERB
1980	1980s	NOUN
yiddish	yiddish	NOUN
re-elect	re-elected	VERB
inability	inability	NOUN
remarkably	remarkably	ADV
sharp	sharp	ADJ
faithful	faithful	ADJ
descendant	descendants	NOUN
scrap	scrap	NOUN
1599	1599	NUM
subtle	subtle	ADJ
6:00	6:00	NUM
siri	siri	PROPN
how-to	how-to	ADJ
explosive	explosives	NOUN
pillar	pillars	NOUN
vary	varied	VERB
suspension	suspension	NOUN
announce	announce	VERB
onboard	onboard	ADV
withdraw	withdrawing	VERB
darrell	darrell	PROPN
arthur	arthur	PROPN
reversal	reversal	NOUN
ukrainian	ukrainian	ADJ
reach	reaches	VERB
recruit	recruited	VERB
concert	concerts	NOUN
ownership	ownership	NOUN
1592	1592	NUM
fdi	fdi	PROPN
renovation	renovation	NOUN
grande	grande	PROPN
360	360	NUM
hopeful	hopeful	ADJ
apartment	apartments	NOUN
lavatory	lavatory	NOUN
comets	comets	PROPN
tatu	tatu	PROPN
battle	battles	NOUN
vegetation	vegetation	NOUN
urge	urge	VERB
migration	migration	NOUN
finest	finest	ADJ
tomato	tomatoes	NOUN
.!	.!	PUNCT
undermine	undermine	VERB
collar	collar	NOUN
monotheism	monotheism	PROPN
participate	participated	VERB
elpaso	elpaso	PROPN
identification	identification	NOUN
lobster	lobster	NOUN
greasy	greasy	ADJ
2:00	2:00	NUM
oregon	oregon	PROPN
communicate	communicated	VERB
classify	classified	VERB
reconsider	reconsider	VERB
ashamed	ashamed	ADJ
frankly	frankly	ADV
justify	justify	VERB
winner	winner	NOUN
dominance	dominance	NOUN
manufacture	manufactured	VERB
float	floated	VERB
tokyo	tokyo	PROPN
elk	elk	NOUN
informative	informative	ADJ
withdraw	withdrawn	VERB
advance	advances	NOUN
incompetent	incompetent	ADJ
gonzales	gonzales	PROPN
honorary	honorary	ADJ
midas	midas	PROPN
ninth	ninth	ADJ
47	47	NUM
shit	shit	NOUN
acupuncture	acupuncture	NOUN
adjustment	adjustment	NOUN
aggression	aggression	NOUN
61	61	NUM
okinawa	okinawa	PROPN
accord	accord	NOUN
score	scores	NOUN
reveal	reveals	VERB
cambodia	cambodia	PROPN
assure	assure	VERB
subway	subway	NOUN
autobiography	autobiography	NOUN
replace	replacing	VERB
3.5	3.5	NUM
travel	travelled	VERB
knight	knight	NOUN
regulate	regulate	VERB
yield	yields	NOUN
loi	loi	NOUN
broom	brooms	NOUN
policymakers	policymakers	NOUN
struggle	struggled	VERB
1990	1990s	NOUN
elegant	elegant	ADJ
zero	zero	PROPN
toss	tossed	VERB
municipal	municipal	ADJ
siddiqui	siddiqui	PROPN
sa	sa	X
comply	comply	VERB
guaranty	guaranties	NOUN
foreigner	foreigner	NOUN
parakeet	parakeets	NOUN
bell	bell	PROPN
southeast	southeast	NOUN
assign	assign	VERB
queue	queue	NOUN
fountain	fountain	NOUN
gladly	gladly	ADV
spike	spikes	NOUN
aggregate	aggregate	NOUN
passcode	passcode	NOUN
steal	stole	VERB
playstation	playstation	PROPN
petition	petition	NOUN
reptile	reptile	NOUN
testament	testament	NOUN
elliott	elliott	PROPN
styrofoam	styrofoam	PROPN
horribly	horribly	ADV
offence	offence	NOUN
solar	solar	ADJ
bid	bid	NOUN
bureaucracy	bureaucracy	NOUN
counterman	counterman	NOUN
contractor	contractor	NOUN
evaluate	evaluate	VERB
xsl	xsl	X
bass	bass	NOUN
comic	comics	NOUN
tet	tet	PROPN
damascus	damascus	PROPN
promptly	promptly	ADV
yearly	yearly	ADJ
kelly	kelly	PROPN
long-term	long-term	ADJ
clerk	clerk	NOUN
1892	1892	NUM
assassinate	assassinated	VERB
humble	humble	ADJ
1613	1613	NUM
saratoga	saratoga	PROPN
terrell	terrell	PROPN
conformity	conformity	NOUN
compromise	compromise	NOUN
l/c	l/c	NOUN
waitress	waitress	NOUN
flow	flowing	VERB
!!!!!!!	!!!!!!!	PUNCT
purely	purely	ADV
groom	groom	PROPN
suspend	suspended	VERB
undoubtedly	undoubtedly	ADV
summit	summit	NOUN
smoke	smoked	VERB
gesture	gesture	NOUN
a.m.	a.m.	NOUN
celebrity	celebrities	NOUN
norwegian	norwegian	ADJ
43	43	NUM
obligation	obligations	NOUN
exclude	excluded	VERB
05/25/2001	05/25/2001	NUM
massachusetts	massachusetts	PROPN
butt	butt	NOUN
duck	duck	NOUN
edison	edison	PROPN
cleric	cleric	NOUN
elbow	elbow	NOUN
reliability	reliability	NOUN
spine	spine	NOUN
spawn	spawn	VERB
utility	utility	NOUN
martyr	martyrs	NOUN
panic	panic	NOUN
physician	physician	NOUN
evacuate	evacuated	VERB
plant	planted	VERB
humane	humane	ADJ
carrano	carrano	PROPN
pilgrimage	pilgrimage	NOUN
velocity	velocity	NOUN
kick	kick	VERB
toast	toast	NOUN
screw	screws	NOUN
rhythm	rhythm	NOUN
shipment	shipment	NOUN
department	departments	NOUN
star	starred	VERB
worry	worries	NOUN
hilton	hilton	PROPN
pennsylvania	pennsylvania	PROPN
dull	dull	ADJ
unesco	unesco	PROPN
surge	surge	NOUN
signal	signal	NOUN
budget	budgets	NOUN
employee	employee	NOUN
rainy	rainy	ADJ
recall	recalled	VERB
violation	violation	NOUN
deputy	deputy	NOUN
cottage	cottage	NOUN
politically	politically	ADV
noisy	noisy	ADJ
pour	pouring	VERB
denton	denton	PROPN
vulnerability	vulnerability	NOUN
knife	knives	NOUN
chase	chasing	VERB
prize	prizes	NOUN
darin	darin	PROPN
porte	porte	PROPN
negotiate	negotiating	VERB
scam	scam	NOUN
shrug	shrugged	VERB
annex	annexed	VERB
assist	assisted	VERB
depth	depths	NOUN
mezza	mezza	NOUN
confrontation	confrontation	NOUN
carving	carvings	NOUN
swift	swift	PROPN
intake	intake	NOUN
pass	passes	VERB
progressive	progressive	ADJ
salesman	salesman	NOUN
attract	attracting	VERB
swedish	swedish	ADJ
evidently	evidently	ADV
adverse	adverse	ADJ
wind	wound	VERB
hambali	hambali	PROPN
thompson	thompson	PROPN
habit	habit	NOUN
illusions	illusions	X
insist	insist	VERB
curtain	curtains	NOUN
resume	resumed	VERB
comparable	comparable	ADJ
confirm	confirming	VERB
switch	switch	VERB
altar	altar	NOUN
virtual	virtual	ADJ
slip	slip	VERB
finland	finland	PROPN
fly	flown	VERB
footer	footer	NOUN
seafood	seafood	NOUN
1949	1949	NUM
supernatural	supernatural	PROPN
notably	notably	ADV
rahu	rahu	PROPN
bearded	bearded	ADJ
07/17/2000	07/17/2000	NUM
nov.	nov.	PROPN
78	78	NUM
sistani	sistani	PROPN
reward	rewards	NOUN
kipper	kippers	NOUN
queen	queen	NOUN
wave	waved	VERB
control	controlled	VERB
traci	traci	PROPN
kodak	kodak	PROPN
holly	holly	PROPN
lyric	lyrics	NOUN
classic	classic	ADJ
dinosaur	dinosaurs	NOUN
cake	cakes	NOUN
statue	statues	NOUN
abundance	abundance	NOUN
amend	amending	VERB
lifelong	lifelong	ADJ
alan	alan	PROPN
rescue	rescued	VERB
t-shirt	t-shirt	NOUN
p.m	p.m	NOUN
romance	romances	NOUN
review	reviewed	VERB
semantic	semantic	ADJ
orbiter	orbiter	NOUN
agree	agreeing	VERB
witness	witness	NOUN
judge	judged	VERB
preparedness	preparedness	NOUN
jose	jose	PROPN
delightful	delightful	ADJ
uncertain	uncertain	ADJ
affection	affection	NOUN
ulterior	ulterior	ADJ
poetic	poetic	ADJ
lest	lest	SCONJ
russell	russell	PROPN
mushroom	mushrooms	NOUN
interviewer	interviewers	NOUN
qing	qing	PROPN
einstein	einstein	PROPN
garden	gardens	NOUN
medieval	medieval	ADJ
maize	maize	NOUN
mango	mango	NOUN
bailey	bailey	PROPN
gram	grams	NOUN
les	les	PROPN
collect	collect	VERB
staircase	staircase	NOUN
sidewalk	sidewalk	NOUN
slim	slim	ADJ
asleep	asleep	ADV
sat.	sat.	PROPN
simplicity	simplicity	NOUN
balcony	balcony	NOUN
lately	lately	ADV
strike	strikes	NOUN
exotic	exotic	ADJ
thanksgiving	thanksgiving	PROPN
civilian	civilian	ADJ
current	currents	NOUN
square	squares	NOUN
earthworm	earthworms	NOUN
cheek	cheeks	NOUN
eichelberger	eichelberger	PROPN
obstacle	obstacles	NOUN
eerie	eerie	ADJ
territory	territories	NOUN
marshall	marshall	PROPN
tube	tubes	NOUN
fundamentalist	fundamentalists	NOUN
1958	1958	NUM
contrary	contrary	ADJ
humanity	humanities	NOUN
variation	variation	NOUN
jerry	jerry	PROPN
harris	harris	PROPN
inventory	inventory	NOUN
payment	payments	NOUN
ss	ss	NOUN
championship	championship	NOUN
grim	grim	ADJ
genetically	genetically	ADV
break	breaks	VERB
extensible	extensible	ADJ
opera	opera	PROPN
display	displaying	VERB
jeffrey	jeffrey	PROPN
republicans	republicans	PROPN
inappropriate	inappropriate	ADJ
turbine	turbine	NOUN
carry	carries	VERB
tall	taller	ADJ
23rd	23rd	NOUN
renee	renee	PROPN
oxford	oxford	PROPN
reward	reward	NOUN
inevitably	inevitably	ADV
1600	1600	NUM
supposedly	supposedly	ADV
kathleen	kathleen	PROPN
impose	imposed	VERB
dash	dashed	VERB
composer	composer	NOUN
acre	acres	NOUN
invoice	invoices	NOUN
border	bordered	VERB
innovative	innovative	ADJ
biewener	biewener	PROPN
emerge	emerge	VERB
transfer	transferred	VERB
1616	1616	NUM
dozen	dozens	NOUN
~	~	PUNCT
tug	tug	NOUN
welcoming	welcoming	ADJ
stray	stray	ADJ
prince	prince	PROPN
leaf	leaf	NOUN
individually	individually	ADV
thereafter	thereafter	ADV
trot	trot	NOUN
parade	parade	NOUN
fill	filling	VERB
.......	.......	PUNCT
can	cans	NOUN
alternatively	alternatively	ADV
childcare	childcare	NOUN
advisor	advisor	NOUN
lasting	lasting	ADJ
tackle	tackle	VERB
sleep	sleeping	VERB
mining	mining	NOUN
history	histories	NOUN
mate	mate	VERB
verb	verb	NOUN
georgia	georgia	PROPN
engels	engels	PROPN
wolfowitz	wolfowitz	PROPN
computing	computing	NOUN
80'	80's	NOUN
splendidly	splendidly	ADV
stress	stressed	VERB
resolution	resolutions	NOUN
overseas	overseas	ADV
match	matches	VERB
provocation	provocation	NOUN
memoir	memoirs	NOUN
wa	wa	PROPN
1989	1989	NUM
derya	derya	PROPN
college	colleges	NOUN
horsiesios	horsiesios	PROPN
exclusive	exclusive	ADJ
01/26/2001	01/26/2001	NUM
thyroid	thyroid	NOUN
pharmaceutic	pharmaceutical	ADJ
roma	roma	PROPN
entree	entree	NOUN
resignation	resignation	NOUN
candy	candy	NOUN
unconscious	unconscious	ADJ
attorney	attorneys	NOUN
superior	superior	ADJ
volume	volumes	NOUN
bias	bias	NOUN
barrier	barrier	NOUN
companion	companions	NOUN
underneath	underneath	ADV
proust	proust	PROPN
visitor	visitor	NOUN
curry	curry	NOUN
escape	escaping	VERB
foolish	foolish	ADJ
distinguished	distinguished	ADJ
drive	drives	NOUN
tattoo	tattoo	NOUN
retain	retain	VERB
kremlin	kremlin	PROPN
fiji	fiji	PROPN
3rd	3rd	ADJ
presumably	presumably	ADV
morgan	morgan	PROPN
transparency	transparency	NOUN
professional	professionals	NOUN
wellbeing	wellbeing	NOUN
hathaway	hathaway	PROPN
01/12/2001	01/12/2001	NUM
01-jul-1999	01-jul-1999	NUM
discipline	disciplines	NOUN
displacement	displacement	NOUN
symbolic	symbolic	ADJ
localist	localist	ADJ
99	99	NUM
rental	rental	ADJ
helmet	helmet	NOUN
eye-tracking	eye-tracking	NOUN
1954	1954	NUM
gw	gw	PROPN
wheat	wheat	NOUN
dialog	dialog	NOUN
agra	agra	PROPN
curtain	curtain	NOUN
tamils	tamils	PROPN
perpendicular	perpendicular	ADJ
marketer	marketers	NOUN
equine	equine	ADJ
elder	elder	ADJ
fundamentalist	fundamentalist	ADJ
zion	zion	PROPN
alcohol	alcohol	NOUN
amusement	amusement	NOUN
headset	headset	NOUN
methodology	methodology	NOUN
motive	motive	NOUN
trial	trials	NOUN
bolden	bolden	PROPN
czech	czech	ADJ
slipper	slippers	NOUN
appear	appearing	VERB
assert	asserted	VERB
symphony	symphony	PROPN
350	350	NUM
beneath	beneath	ADP
logical	logical	ADJ
combat	combat	NOUN
t.v.	t.v.	NOUN
flat	flats	NOUN
disco	disco	PROPN
throne	thrones	PROPN
fitting	fitting	ADJ
kiss	kissed	VERB
crappy	crappy	ADJ
staple	staple	NOUN
shake	shaking	VERB
prosecutor	prosecutors	NOUN
1994	1994	NUM
decrease	decrease	VERB
quote	quoting	VERB
depression	depression	NOUN
1609	1609	NUM
disclose	disclose	VERB
exhibition	exhibition	NOUN
disappearance	disappearance	NOUN
imaginary	imaginary	ADJ
immunity	immunity	NOUN
britney	britney	PROPN
mhc	mhc	PROPN
enthusiastic	enthusiastic	ADJ
79	79	NUM
frequency	frequency	NOUN
ewelina	ewelina	PROPN
punctuation	punctuation	NOUN
native-like	native-like	ADJ
cramped	cramped	ADJ
provoke	provoke	VERB
electoral	electoral	ADJ
explode	explode	VERB
politician	politician	NOUN
intrigue	intriguing	VERB
jafar	jafar	PROPN
inning	inning	NOUN
disc	disc	NOUN
condemn	condemned	VERB
prosperity	prosperity	NOUN
co-worker	co-workers	NOUN
nerve	nerve	NOUN
liberty	liberties	NOUN
kesha	kesha	PROPN
turnout	turnout	NOUN
homemade	homemade	ADJ
julien	julien	PROPN
grade	grades	NOUN
statistic	statistic	NOUN
titus	titus	PROPN
utah	utah	PROPN
context	contexts	NOUN
logo	logo	NOUN
phd	phd	NOUN
prosecutor	prosecutor	NOUN
annoy	annoy	VERB
dialect	dialects	NOUN
forefinger	forefinger	NOUN
cid	cid	PROPN
iceland	iceland	PROPN
collaborate	collaborated	VERB
newsgroup	newsgroup	NOUN
poa	poa	NOUN
assume	assumes	VERB
enhance	enhance	VERB
hamster	hamsters	NOUN
nicest	nicest	ADJ
migrant	migrant	NOUN
predator	predator	NOUN
retrieve	retrieve	VERB
medal	medal	PROPN
fuel	fueled	VERB
prestige	prestige	NOUN
phyllis	phyllis	PROPN
sexually	sexually	ADV
spa	spa	NOUN
definite	definite	ADJ
buck	buck	NOUN
fragrant	fragrant	ADJ
rafferty	rafferty	PROPN
waterway	waterways	NOUN
1610	1610	NUM
breyer	breyer	PROPN
irritation	irritation	NOUN
hank	hank	PROPN
bos	bos	PROPN
devocht	devocht	PROPN
hmmm	hmmm	INTJ
drill	drills	NOUN
respond	responding	VERB
nightclub	nightclubs	NOUN
societal	societal	ADJ
doorway	doorway	NOUN
eugene	eugene	PROPN
expire	expired	VERB
pole	poles	NOUN
invent	invent	VERB
rockies	rockies	PROPN
thx	thx	NOUN
prefect	prefect	NOUN
ominous	ominous	ADJ
sanctuary	sanctuary	NOUN
continuous	continuous	ADJ
chick	chicks	NOUN
motivation	motivation	NOUN
buchanan	buchanan	PROPN
3,500	3,500	NUM
hadibo	hadibo	PROPN
manners	manners	NOUN
misery	misery	NOUN
hammer	hammer	NOUN
commerce	commerce	NOUN
label	labelled	VERB
age	ages	NOUN
privately	privately	ADV
assumption	assumptions	NOUN
jamaican	jamaican	ADJ
lightning	lightning	NOUN
mimic	mimic	VERB
farm	farms	NOUN
radison	radison	PROPN
calculate	calculating	VERB
retention	retention	NOUN
teenager	teenager	NOUN
proprietary	proprietary	ADJ
exaggerated	exaggerated	ADJ
73	73	NUM
critter	critters	NOUN
scandal	scandal	NOUN
magician	magician	NOUN
dignitary	dignitaries	NOUN
insist	insisting	VERB
birmingham	birmingham	PROPN
emptiness	emptiness	NOUN
warmer	warmer	ADJ
imminent	imminent	ADJ
candle	candles	NOUN
qadoos	qadoos	PROPN
valuation	valuation	NOUN
anatomy	anatomy	NOUN
walnut	walnut	NOUN
explore	explored	VERB
franz371...@gmail.com	franz371...@gmail.com	X
rank	ranks	VERB
organisation	organisations	NOUN
[...]	[...]	PUNCT
place	placing	VERB
shady	shady	ADJ
penalty	penalties	NOUN
grf	grf	NOUN
frightening	frightening	ADJ
brittany	brittany	PROPN
excess	excess	ADJ
restrict	restrict	VERB
charge	charging	VERB
charming	charming	ADJ
teco	teco	PROPN
rgd	rgds	NOUN
carney	carney	PROPN
smartphone	smartphone	NOUN
dhin	dhin	INTJ
sheriff	sheriff	PROPN
1888	1888	NUM
grip	gripped	VERB
bloom	blooming	VERB
infection	infections	NOUN
disabled	disabled	ADJ
atomic	atomic	PROPN
doll	doll	NOUN
cd	cd	NOUN
morcilla	morcillas	NOUN
_______	_______	SYM
unreliable	unreliable	ADJ
festus	festus	PROPN
tumor	tumor	NOUN
insurgent	insurgents	NOUN
organize	organize	VERB
nicer	nicer	ADJ
qanooni	qanooni	PROPN
enterprise	enterprises	NOUN
creativity	creativity	NOUN
mar	mar	PROPN
ruler	rulers	NOUN
rotate	rotating	VERB
canal	canal	PROPN
conviction	convictions	NOUN
expect	expects	VERB
sap	sap	NOUN
temporarily	temporarily	ADV
co-founder	co-founder	NOUN
northwest	northwest	ADJ
attraction	attraction	NOUN
debbie	debbie	PROPN
poison	poisons	NOUN
caring	caring	ADJ
raleigh	raleigh	PROPN
consume	consumed	VERB
occurrence	occurrence	NOUN
mcdonnell	mcdonnell	PROPN
shipping	shipping	NOUN
jules	jules	PROPN
fade	faded	VERB
